CustomerID,FirstName,LastName,TotalBalance,TotalTransactions
205,Karina,Barker,50988.0,8.0
206,Kara,Mueller,39314.0,11.0
207,Morgan,Sims,48545.0,5.0
208,Greg,Jacobson,0.0,0.0
209,Elizabeth,Webb,118689.0,11.0
210,John,Sanchez,0.0,0.0
211,Mercedes,Knapp,0.0,0.0
212,Kelsey,Gray,0.0,0.0
213,William,Murphy,96082.0,11.0
214,Wendy,Warren,27070.0,0.0
215,Robert,Moore,28614.0,3.0
216,Amanda,Delgado,105265.0,5.0
217,Jason,Ray,84563.0,5.0
218,Rebecca,Griffin,0.0,0.0
219,Samuel,Mendez,182682.0,8.0
220,Ryan,Green,95449.0,2.0
221,Michael,Huynh,112704.0,5.0
222,Adam,Stephens,0.0,0.0
223,Sarah,Thomas,0.0,0.0
224,Shelby,Reid,60931.0,6.0
225,John,Payne,0.0,0.0
226,Scott,Walls,181645.0,18.0
227,Shawn,Ward,0.0,0.0
228,Michael,Davidson,0.0,0.0
229,Megan,Norman,0.0,0.0
230,Sally,York,8776.0,4.0
231,Leah,Reed,37951.0,11.0
232,Laura,Brewer,0.0,0.0
233,Lisa,Williams,0.0,0.0
234,Scott,Castro,56020.0,15.0
235,Jason,Williams,0.0,0.0
236,Patrick,Rodgers,70899.0,4.0
237,Rhonda,Taylor,14331.0,3.0
238,Colin,Snyder,5827.0,6.0
239,Randy,Payne,22923.0,3.0
240,Dale,Hill,0.0,0.0
241,Vincent,Thompson,0.0,0.0
242,Kenneth,Buck,76281.0,4.0
243,Benjamin,Watson,54404.0,6.0
244,Melissa,Chen,0.0,0.0
245,Patrick,Cook,91358.0,5.0
246,Steven,Anderson,51370.0,7.0
247,Christopher,Fernandez,0.0,0.0
248,Heather,Butler,79016.0,1.0
249,Alex,Martinez,0.0,0.0
250,James,Nunez,0.0,0.0
251,Elizabeth,Stanley,192208.0,25.0
252,Jenny,Morgan,77826.0,5.0
253,Jordan,Castro,113700.0,12.0
254,Jason,Martinez,19968.0,3.0
255,Nathan,Jordan,153788.0,12.0
256,Barbara,Christian,0.0,0.0
257,Keith,Reid,12062.0,11.0
258,Joshua,Petersen,8997.0,2.0
259,Cindy,Carter,107378.0,7.0
260,Antonio,Barnett,0.0,0.0
261,Joanna,Hamilton,15505.0,5.0
262,Eric,Cross,89393.0,3.0
263,Amy,Hernandez,77297.0,6.0
264,Richard,Fritz,39762.0,6.0
265,Adam,Andrews,0.0,0.0
266,Walter,Dodson,0.0,0.0
267,David,Contreras,0.0,0.0
268,Bryan,Maddox,0.0,0.0
269,Richard,Moore,0.0,0.0
270,Joseph,Murray,0.0,0.0
271,Cynthia,Miller,0.0,0.0
272,Dylan,Mcmillan,0.0,0.0
273,Debra,Dawson,0.0,0.0
274,George,Potter,41436.0,13.0
275,Aaron,Tate,99721.0,5.0
276,Amanda,Peters,0.0,0.0
277,Jeffrey,Robinson,73138.0,3.0
278,Craig,Thompson,37578.0,8.0
279,Emily,Brown,12870.0,4.0
280,James,Richards,18109.0,1.0
281,Ryan,Lewis,137812.0,16.0
282,John,Thompson,46633.0,8.0
283,Karen,Smith,71083.0,3.0
284,Andre,Mccall,27335.0,2.0
285,Jeffery,Hayden,231783.0,13.0
286,Daryl,Johnson,57761.0,3.0
287,Susan,Vincent,0.0,0.0
288,David,Sanchez,53926.0,12.0
289,Tracy,Case,0.0,0.0
290,Sean,Fisher,51520.0,3.0
291,Maria,Bryant,0.0,0.0
292,Jeremiah,Schwartz,85380.0,8.0
293,Mike,Patel,48341.0,7.0
294,Tyler,Watkins,136826.0,11.0
295,Nicholas,Ellis,0.0,0.0
296,Allison,Martin,0.0,0.0
297,Joseph,Thompson,0.0,0.0
298,Ryan,Alvarado,0.0,0.0
299,Jose,Cooke,0.0,0.0
300,Jessica,Simpson,22662.0,4.0
301,Alexander,Weber,90558.0,11.0
302,Zachary,Roberts,100636.0,9.0
303,Paige,Hale,21730.0,7.0
304,Kenneth,Montes,135136.0,15.0
305,Brandon,Deleon,68236.0,4.0
306,Amy,Lopez,171173.0,19.0
307,Robert,Navarro,0.0,0.0
308,Brittany,Armstrong,65758.0,6.0
309,Rodney,Klein,119977.0,4.0
310,Margaret,Mooney,0.0,0.0
311,Jack,Frank,0.0,0.0
312,Donald,Salinas,40464.0,4.0
313,Allen,Allen,74454.0,1.0
314,Debra,Weiss,18173.0,6.0
315,Christopher,Franklin,23771.0,7.0
316,Beth,Baker,28830.0,1.0
317,Donna,Herrera,61457.0,14.0
318,Joseph,Mccarthy,28650.0,5.0
319,Victor,Johnson,230997.0,19.0
320,Neil,Williams,0.0,0.0
321,Robert,Robinson,87745.0,3.0
322,Matthew,Montgomery,54697.0,6.0
323,Elizabeth,Benton,154406.0,14.0
324,Scott,Frazier,0.0,0.0
325,Michelle,Chen,127612.0,9.0
326,Travis,Smith,0.0,0.0
327,Bradley,Gay,35667.0,5.0
328,Matthew,Jordan,60630.0,5.0
329,Karen,Guerrero,0.0,0.0
330,Kelli,Glover,91209.0,6.0
331,Anthony,Kelly,0.0,0.0
332,Kenneth,Hardin,109851.0,4.0
333,Daniel,Ford,39130.0,5.0
334,Samuel,Obrien,0.0,0.0
335,Gina,Clark,0.0,0.0
336,Pamela,Allen,0.0,0.0
337,Charles,Dean,0.0,0.0
338,Sharon,Fuller,92719.0,7.0
339,Victoria,Johnson,21563.0,4.0
340,Emily,Stanley,0.0,0.0
341,Belinda,Wall,80622.0,12.0
342,Michael,Barrett,89016.0,6.0
343,Donald,Weber,83274.0,5.0
344,Dominique,Holt,0.0,0.0
345,Kimberly,Alvarado,35642.0,9.0
346,Ethan,Santiago,0.0,0.0
347,Jennifer,Wilkins,7858.0,3.0
348,Tiffany,Nelson,96537.0,4.0
349,Melanie,Travis,0.0,0.0
350,Katie,Alexander,124940.0,8.0
351,Chad,Mcintyre,246787.0,7.0
352,Bryan,Willis,54188.0,3.0
353,Samantha,Long,12153.0,1.0
354,James,Tanner,39754.0,3.0
355,Walter,Davis,31658.0,5.0
356,Sara,Gonzalez,0.0,0.0
357,Ryan,Pollard,68261.0,3.0
358,Tiffany,Harris,0.0,0.0
359,Margaret,Leonard,35583.0,6.0
360,Jennifer,Reed,167286.0,7.0
361,Kimberly,Downs,76223.0,4.0
362,Rebecca,Gallagher,89364.0,8.0
363,Elizabeth,Rosales,0.0,0.0
364,Jessica,Edwards,15911.0,3.0
365,Catherine,Nelson,0.0,0.0
366,Connie,Green,0.0,0.0
367,James,Robertson,64837.0,6.0
368,Shannon,Singh,0.0,0.0
369,Arthur,Scott,96854.0,5.0
370,Donald,Terrell,8420.0,6.0
371,Heather,Long,12633.0,1.0
372,Steven,Davila,0.0,0.0
373,Alexander,Gibbs,213631.0,10.0
374,Julia,Ferguson,0.0,0.0
375,Corey,Henry,92080.0,5.0
376,Danny,Carrillo,44384.0,10.0
377,Daniel,Mckinney,57169.0,3.0
378,Felicia,Brown,179445.0,10.0
379,William,Warner,156483.0,14.0
380,Linda,Sosa,31739.0,6.0
381,Julie,Cruz,13226.0,6.0
382,Phillip,Ross,0.0,0.0
383,Timothy,Bryant,0.0,0.0
384,Mark,Scott,0.0,0.0
385,Michelle,Mullins,16930.0,7.0
386,Susan,Simmons,61412.0,4.0
387,Erika,Barnes,0.0,0.0
388,Deborah,Murphy,0.0,0.0
389,Kristina,Thomas,92775.0,4.0
390,Destiny,Pollard,0.0,0.0
391,Duane,Mclaughlin,0.0,0.0
392,Jennifer,Wood,76991.0,4.0
393,Dana,Mccoy,46152.0,4.0
394,Benjamin,Anderson,19448.0,8.0
395,Keith,Houston,132767.0,3.0
396,James,Petersen,0.0,0.0
397,Daniel,King,93214.0,5.0
398,Miguel,Malone,64849.0,8.0
399,Jennifer,Cowan,98274.0,10.0
400,Natasha,Perez,70939.0,5.0
401,Nicole,Joseph,61777.0,3.0
402,John,Wagner,91383.0,6.0
403,Hannah,Taylor,7764.0,5.0
404,Stephen,Hudson,91011.0,5.0
405,Matthew,Williams,0.0,0.0
406,Meredith,Diaz,94368.0,5.0
407,Brandon,Smith,117377.0,4.0
408,Thomas,Williams,73328.0,2.0
409,Tracy,Walker,4711.0,7.0
410,Jerome,Parks,95920.0,2.0
411,Dustin,Luna,148035.0,13.0
412,Audrey,Dillon,126468.0,13.0
413,Matthew,Davis,36352.0,7.0
414,Jennifer,Young,0.0,0.0
415,Mark,Sampson,0.0,0.0
416,Chad,Short,53293.0,4.0
417,Brandi,Morrison,233513.0,14.0
418,Christopher,Morales,77464.0,4.0
419,Alexandra,Bartlett,112153.0,11.0
420,Jessica,Johnson,38543.0,3.0
421,Jared,Francis,98992.0,2.0
422,Steve,Schmidt,68895.0,6.0
423,George,Ward,0.0,0.0
424,Gary,Schmidt,0.0,0.0
425,Kathleen,Thomas,68010.0,2.0
426,Nicole,Price,159214.0,9.0
427,Shane,Ellis,0.0,0.0
428,Karen,Bishop,0.0,0.0
429,Daniel,Berry,138347.0,9.0
430,Elizabeth,Cox,0.0,0.0
431,Brian,Powers,0.0,0.0
432,Summer,Villanueva,0.0,0.0
433,Chelsea,Collier,144172.0,7.0
434,Justin,Spencer,58328.0,3.0
435,Dawn,Marks,0.0,0.0
436,Amanda,Owen,111941.0,5.0
437,Alison,Martin,112763.0,13.0
438,Mark,Hunter,128384.0,11.0
439,Jerry,Wilson,5548.0,5.0
440,Victoria,Acosta,37760.0,0.0
441,Michael,Davis,0.0,0.0
442,Paula,Garcia,151753.0,9.0
443,Robert,Burnett,56315.0,6.0
444,Teresa,Miller,0.0,0.0
445,Michelle,Watson,113794.0,6.0
446,Vincent,White,74937.0,10.0
447,John,Mitchell,114608.0,5.0
448,Matthew,Baker,0.0,0.0
449,Samantha,Dean,0.0,0.0
450,Dylan,Vasquez,0.0,0.0
451,Philip,Rogers,0.0,0.0
452,Rodney,Mason,126857.0,8.0
453,Christine,Williams,0.0,0.0
454,Marc,Andrews,79076.0,6.0
455,Heather,Jones,95350.0,12.0
456,Stacy,Melendez,0.0,0.0
457,Ashley,Hoffman,0.0,0.0
458,Brent,Johnson,82796.0,3.0
459,Ivan,Donaldson,25080.0,2.0
460,Diana,Odonnell,0.0,0.0
461,Madeline,Hendrix,55451.0,5.0
462,Elizabeth,Leblanc,16542.0,4.0
463,Monica,Johnson,93560.0,2.0
464,Kenneth,Woodward,117440.0,9.0
465,Amanda,Garcia,19334.0,2.0
466,Amanda,Sanchez,0.0,0.0
467,Madison,Fernandez,148776.0,5.0
468,Robert,Montgomery,116216.0,4.0
469,Gregory,Richardson,100481.0,5.0
470,Angelica,Griffin,55866.0,2.0
471,Melody,Miller,0.0,0.0
472,Michael,Davis,36379.0,4.0
473,Brittney,Leach,79108.0,8.0
474,Daniel,Hansen,0.0,0.0
475,Mercedes,Pitts,0.0,0.0
476,John,Bailey,118180.0,9.0
477,Robin,Henderson,0.0,0.0
478,Nicholas,Flynn,50839.0,2.0
479,Kathleen,Montoya,0.0,0.0
480,Dale,Thomas,0.0,0.0
481,Jeffrey,Sanchez,51750.0,6.0
482,Shane,Horn,0.0,0.0
483,Melissa,Roach,0.0,0.0
484,Veronica,Williams,63214.0,17.0
485,Angela,Gordon,34755.0,8.0
486,Charles,Franklin,21513.0,6.0
487,John,Gray,0.0,0.0
488,Cynthia,Phillips,112185.0,9.0
489,Jack,Hansen,0.0,0.0
490,Jonathan,Lewis,33343.0,3.0
491,Shane,Steele,205402.0,12.0
492,Andrew,Holland,82233.0,6.0
493,Emily,Gonzales,41813.0,10.0
494,Meredith,Maldonado,124494.0,8.0
495,Victor,Price,63944.0,3.0
496,Melissa,Johnson,0.0,0.0
497,Tyler,Brewer,0.0,0.0
498,Shawn,Williams,190387.0,11.0
499,Joseph,Ferguson,56063.0,4.0
500,Bernard,Acosta,0.0,0.0
501,Jason,Lopez,73361.0,3.0
502,Amanda,Harris,26752.0,2.0
503,Jessica,Jackson,59406.0,4.0
504,Timothy,Moran,55481.0,3.0
505,Laurie,Moran,17404.0,4.0
506,Jasmine,Moss,70445.0,4.0
507,Thomas,Gomez,0.0,0.0
508,Stephanie,Bullock,99707.0,1.0
509,Robert,Nicholson,72260.0,1.0
510,Timothy,Garza,0.0,0.0
511,Jesse,Lynch,0.0,0.0
512,Rhonda,Fox,0.0,0.0
513,James,English,3354.0,2.0
514,Amanda,Paul,0.0,0.0
515,Matthew,Rich,0.0,0.0
516,Ryan,Medina,0.0,0.0
517,Steven,Cochran,655.0,4.0
518,Anthony,Ruiz,0.0,0.0
519,Theresa,Hill,127896.0,11.0
520,Troy,Navarro,64789.0,4.0
521,Adriana,Orozco,82855.0,5.0
522,Kristina,Wilcox,87750.0,5.0
523,Alyssa,Hughes,3354.0,7.0
524,Jesus,Mclaughlin,78796.0,9.0
525,Dawn,Allen,40238.0,3.0
526,Lisa,Reyes,117094.0,4.0
527,Paul,Perkins,1680.0,5.0
528,Amanda,Beard,169951.0,5.0
529,Brenda,Gibson,61027.0,2.0
530,Paul,Luna,103717.0,7.0
531,Micheal,Brown,128437.0,10.0
532,Christine,Mcpherson,0.0,0.0
533,Kelli,Chan,69242.0,3.0
534,Jacob,Anderson,75498.0,7.0
535,Adam,Hawkins,0.0,0.0
536,Luke,Solis,130436.0,4.0
537,Thomas,Flynn,45872.0,1.0
538,Keith,Howell,0.0,0.0
539,Sabrina,Petersen,71485.0,1.0
540,Jeffrey,Perez,0.0,0.0
541,Kelsey,Guzman,125536.0,7.0
542,Jessica,Braun,0.0,0.0
543,Jessica,Gross,0.0,0.0
544,Stanley,Guzman,15311.0,2.0
545,Stephen,Palmer,60743.0,13.0
546,Suzanne,Larsen,25869.0,4.0
547,Juan,Sutton,172356.0,17.0
548,Alexander,Larson,164167.0,11.0
549,Jessica,Cox,35720.0,5.0
550,Gregory,Peterson,185350.0,13.0
551,Melissa,Garrett,66346.0,11.0
552,Michelle,Stevens,0.0,0.0
553,Denise,Sanchez,43877.0,3.0
554,Matthew,Hodge,0.0,0.0
555,Jason,Fisher,22205.0,5.0
556,Alexandra,Hawkins,0.0,0.0
557,Michael,Green,0.0,0.0
558,James,Williams,0.0,0.0
559,Paul,Smith,54766.0,4.0
560,Bradley,Bryan,72131.0,2.0
561,Elizabeth,Hogan,94455.0,2.0
562,Laurie,Rogers,151869.0,6.0
563,Kathryn,Patrick,0.0,0.0
564,Austin,Gutierrez,85374.0,13.0
565,Grant,Hicks,128847.0,10.0
566,Derrick,Pena,0.0,0.0
567,Jeffrey,Lawrence,88900.0,5.0
568,Tracy,Rivera,0.0,0.0
569,Diane,Campbell,0.0,0.0
570,Matthew,Fisher,0.0,0.0
571,Monica,Carter,86068.0,6.0
572,Megan,Anderson,77525.0,2.0
573,Brendan,Kane,105112.0,13.0
574,Angela,Sosa,0.0,0.0
575,Anthony,Roberts,57271.0,3.0
576,Donna,Cobb,30730.0,4.0
577,Marissa,Davis,58377.0,2.0
578,Kyle,Williamson,64378.0,2.0
579,Ashley,Potter,0.0,0.0
580,Jason,Leonard,100184.0,9.0
581,Amanda,Williams,5209.0,2.0
582,Sydney,Nixon,36734.0,0.0
583,Renee,Ferrell,85778.0,13.0
584,Matthew,Holmes,0.0,0.0
585,Jennifer,Santiago,168394.0,18.0
586,Todd,Nichols,251164.0,16.0
587,Sara,Kane,0.0,0.0
588,Tonya,Brady,29887.0,4.0
589,Veronica,Mccarty,0.0,0.0
590,Dean,Little,199495.0,9.0
591,Taylor,Walker,151975.0,18.0
592,Brett,Burns,45819.0,12.0
593,Mark,Moore,73487.0,6.0
594,Steven,Torres,0.0,0.0
595,Renee,Holt,0.0,0.0
596,Kenneth,Brewer,97881.0,2.0
597,William,Gomez,28067.0,2.0
598,Ryan,Russell,0.0,0.0
599,Anne,Murphy,65404.0,5.0
600,Amy,Pittman,84161.0,5.0
601,Cheryl,Clark,57530.0,5.0
602,Bryan,Myers,119082.0,14.0
603,Logan,Davis,70058.0,1.0
604,Caitlin,Lane,0.0,0.0
605,Amanda,Baker,29964.0,5.0
606,Hector,Spence,94122.0,4.0
607,Dillon,Thomas,0.0,0.0
608,Phillip,Marks,65652.0,4.0
609,Mark,Marquez,34456.0,4.0
610,Stacey,Garcia,0.0,0.0
611,Brandon,Brooks,35921.0,6.0
612,Jessica,Martin,0.0,0.0
613,Michelle,Thompson,70846.0,4.0
614,Caitlyn,Williams,201342.0,11.0
615,David,Richards,0.0,0.0
616,David,Frost,85909.0,5.0
617,John,Singh,71571.0,6.0
618,Beverly,Dominguez,0.0,0.0
619,Anthony,Bishop,58997.0,5.0
620,Lisa,Maynard,96333.0,5.0
621,Sarah,Chapman,183587.0,9.0
622,Jonathan,Simmons,0.0,0.0
623,Jennifer,Colon,0.0,0.0
624,Brian,Chen,57459.0,7.0
625,Richard,Vaughn,74166.0,4.0
626,Emily,Stafford,146349.0,13.0
627,David,Smith,0.0,0.0
628,Kristina,Harris,0.0,0.0
629,Megan,Bailey,0.0,0.0
630,Donald,Tyler,0.0,0.0
631,Michael,Long,0.0,0.0
632,Jose,Walker,0.0,0.0
633,Amy,Vasquez,0.0,0.0
634,Amber,Pierce,0.0,0.0
635,Charles,Marshall,0.0,0.0
636,Joshua,Williams,105570.0,11.0
637,Ryan,Gonzales,58557.0,5.0
638,Matthew,Adams,0.0,0.0
639,Nathan,Bell,47555.0,1.0
640,Erika,Kerr,97151.0,5.0
641,Jessica,Howard,71476.0,15.0
642,Erik,Bishop,0.0,0.0
643,Derek,Solomon,52147.0,1.0
644,John,Fleming,68737.0,8.0
645,Michael,Smith,52502.0,2.0
646,Ashley,Pratt,30034.0,5.0
647,Jason,Morales,50943.0,4.0
648,Luke,Cooley,0.0,0.0
649,Miguel,Johnson,0.0,0.0
650,Jamie,Harrington,0.0,0.0
651,Brian,Williams,45628.0,5.0
652,Paul,Lee,74258.0,6.0
653,Matthew,Richards,2216.0,6.0
654,Lori,Hall,0.0,0.0
655,Jessica,Moran,39133.0,4.0
656,Alyssa,Roy,46540.0,2.0
657,Shawn,Thompson,88135.0,3.0
658,Rebecca,Dudley,98931.0,4.0
659,Hannah,Bridges,0.0,0.0
660,Susan,Dorsey,142551.0,10.0
661,Jennifer,Flores,225675.0,12.0
662,Elizabeth,Lamb,177559.0,19.0
663,David,Scott,0.0,0.0
664,Darren,Rasmussen,0.0,0.0
665,Amanda,Lopez,0.0,0.0
666,Matthew,Freeman,0.0,0.0
667,Justin,Harris,0.0,0.0
668,Joshua,Vasquez,99745.0,4.0
669,Joshua,Martin,0.0,0.0
670,Harold,Hayes,0.0,0.0
671,David,Dixon,138237.0,10.0
672,Debra,Moreno,72364.0,4.0
673,Brittany,Patterson,0.0,0.0
674,Natasha,Morris,81340.0,6.0
675,Pamela,Johnson,0.0,0.0
676,Nicolas,Hall,123209.0,9.0
677,Garrett,Davis,0.0,0.0
678,Alicia,Murillo,0.0,0.0
679,Stephen,Fernandez,109692.0,9.0
680,Mark,Joseph,150824.0,10.0
681,Christopher,Duncan,11624.0,3.0
682,Stephanie,Rose,0.0,0.0
683,Lucas,Sanchez,0.0,0.0
684,Jennifer,Stone,130014.0,10.0
685,Courtney,Gonzalez,70567.0,3.0
686,Michael,Armstrong,0.0,0.0
687,Michael,Henson,47550.0,3.0
688,Stephen,Martin,72299.0,7.0
689,John,Wood,0.0,0.0
690,Brandon,Navarro,156844.0,8.0
691,Heather,Williams,160215.0,6.0
692,Danielle,Ball,79212.0,3.0
693,Melissa,Payne,0.0,0.0
694,Steven,Bruce,45620.0,4.0
695,Robin,Hancock,32977.0,2.0
696,Maria,Graves,86645.0,1.0
697,Denise,Blanchard,64271.0,7.0
698,Penny,Lewis,55001.0,3.0
699,Jeff,Hubbard,128556.0,9.0
